,Category,url,description,title
223,Cars,https://cars.com,"Shop new & used cars, research & compare models, find local dealers/sellers,calculate payments, value your car, sell/trade in your car & more at Cars.com.","New Cars, Used Cars, Car Dealers, Prices & Reviews | Cars.com"
224,Cars,https://kbb.com,error,error
225,Cars,https://ford.com,"Ford® is Built for America. Discover the latest lineup in new Ford vehicles! Explore hybrid & electric vehicle options, see photos, build & price, search inventory, view pricing & incentives & see the latest technology & news happening at Ford.","Ford® - New Hybrid & Electric Vehicles, SUVs, Crossovers, Trucks, Vans & Cars"
226,Cars,https://edmunds.com,error,error
227,Cars,https://jalopnik.com,Drive free or die.,Jalopnik
228,Cars,https://statefarm.com,error,error
229,Cars,https://carfax.com,error,error
230,Cars,https://autoblog.com,"Autoblog brings you car news; expert reviews of cars, trucks, crossovers and SUVs; and pictures and video. Research and compare vehicles, find local dealers, calculate loan payments, find your car's book value and get a service estimate at Autoblog.com.","New Cars, Used Cars for Sale, Car Reviews and Car News"
231,Cars,https://carid.com,Car Accessories and replacement Auto Parts that define your vehicle's true identity. Check out our automotive aftermarket selection for the ride of your life!,"CARiD.com - Auto Parts & Accessories | Car, Truck, SUV, Jeep"
232,Cars,https://progressive.com,error,error
233,Cars,https://geico.com,error,error
234,Cars,https://honda.com,Explore an innovative line of quality products from American Honda Motor Company. Find the latest news and information on Honda and Acura brand products.,"American Honda Motor Co., Inc. - Official Site"
235,Cars,https://toyota.com,"Explore the newest Toyota trucks, cars, SUVs, hybrids and minivans. See photos, compare models, get tips, calculate payments, and more.","New Cars, Trucks, SUVs & Hybrids | Toyota Official Site"
236,Cars,https://chevrolet.com,"Official Chevrolet site: see Chevy cars, trucks, crossovers &amp; SUVs - see photos/videos, find vehicles, compare competitors, build your own Chevy &amp; more.","Chevrolet Cars, Trucks, SUVs, Crossovers and Vans"
237,Cars,https://uhaul.com,error,error
238,Cars,https://allstate.com,"Get auto insurance quotes at Allstate.com. You're In Good Hands With Allstate. Allstate also offers insurance for your home, motorcycle, RV, as well as financial products such as permanent and term life insurance.",Allstate Insurance Company | You're in good hands
239,Cars,https://tirerack.com,error,error
240,Cars,https://summitracing.com,,
241,Cars,https://netcarshow.com,The latest car news as well as a look at the automotive past with the best car pictures and wallpapers.,Cars - All Makes. All Models. - NetCarShow.com
242,Cars,https://topgear.com,error,error
243,Cars,https://carmax.com,error,error
244,Cars,https://advanceautoparts.com,,Advance Auto Parts  - Down for Maintenance
245,Cars,https://cargurus.com,Unbiased car reviews and over a million opinions and photos from real people. Use CarGurus to find the best used car deals.,"Buy & Sell Cars: Reviews, Prices, and Financing - CarGurus"
246,Cars,https://autopartswarehouse.com,error,error
247,Cars,https://crutchfield.com,"Since 1974 we've provided Legendary Service to consumer electronics shoppers. Get FREE 2-day shipping, one-on-one advice, along with free lifetime tech support.","Crutchfield: Car Stereo and Audio, Speakers, Home Theater, Pro Audio, TVs"
248,Cars,https://bmwusa.com,error,error
249,Cars,https://caranddriver.com,"Covering the automotive industry since 1955 with in-depth reviews and analysis, features, auto show reporting, and advice for car owners and buyers.","Car and Driver: New Car Reviews, Buying Advice and News"
250,Cars,https://nissanusa.com,"Shop online for the newest Nissan cars, trucks, crossovers, SUVs and electric vehicles. Explore offers, compare models, calculate payments and more.","New Cars, SUVs, Trucks & Electric Vehicles | Nissan USA"
251,Cars,https://autozone.com,error,error
252,Cars,https://motortrend.com,"Trust MotorTrend for the best car reviews, news, car rankings, and much more. With more than 70 years of experience, we're your home for everything automotive.",MotorTrend: New Cars - Car News and Expert Reviews
253,Cars,https://jcwhitney.com,,"CarParts.com – Right Parts, Guaranteed"
254,Cars,https://nadaguides.com,"Research the latest new car prices, deals, used car values, specs and more. NADA Guides is the leader in accurate vehicle pricing and vehicle information.",New Car Prices and Used Car Book Values - NADAguides
255,Cars,https://autosport.com,"Daily Formula 1 and motorsport news from the leading weekly motor racing magazine. The authority on Formula One, F1, MotoGP, WRC, IndyCar, F2, WEC, Le Mans, NASCAR and more","Autosport - Formula 1, MotoGP and motorsport news & standings"
256,Cars,https://bose.com,"The official Bose website. Learn about innovative solutions to help you feel more, do more and be more. Shop for headphones, speakers, wearables and wellness products.","Bose | Headphones, Speakers, Wearables"
257,Cars,https://yamaha.com,error,error
258,Cars,https://vw.com,"Find your new German-Engineered VW today. Customize your own VW model, engine, colors, and features - all based on your budget. Come see what's new.",VW.com | Official Home of Volkswagen Cars & SUVs
259,Cars,https://hertz.com,,
260,Cars,https://autoanything.com,error,error
261,Cars,https://harley-davidson.com,"Situs resmi Harley-Davidson Motor Company. Lihat motor Harley terbaru, cari dealer, & telusuri komponen dan perlengkapan motor.",Harley-Davidson Indonesia
262,Cars,https://hyundaiusa.com,error,error
263,Cars,https://topspeed.com,"Topspeed offers daily industry news and reviews on cars, trucks, motorcycles, boats and airplanes.","Car News And Reviews, Videos, Wallpapers, Pictures, Free Online Games And More | Top Speed"
264,Cars,https://enterprise.com,,
265,Cars,https://dmv.org,"DMV.ORG makes understanding the Department of Motor Vehicles simple. Get quick access to DMV locations & hours, appointments, renewals, forms, practice tests & more.",The DMV Made Simple - DMV.ORG
266,Cars,https://oreillyauto.com,"Check out a variety of auto parts, supplies, and accessories for cars, trucks, and SUVs, as well as boats, trailers, ATVs, and lawn and garden equipment. Find an O'Reilly Auto Parts store near you, learn about store services, and view our current ad, coupons, and promotions. Get free shipping on orders $35.00+ and free in-store pickup for online orders.","O'Reilly Auto Parts | Auto Parts, Batteries & Stores Near You"
267,Cars,https://dot.gov,error,error
268,Cars,https://mbusa.com,"Mercedes-Benz combines luxury with performance across the full line of models including luxury sedans, SUVs, coupes, roadsters, convertibles & more.","Luxury Cars - Sedans, SUVs, Coupes & Wagons | Mercedes-Benz USA"
269,Cars,https://copart.com,error,error
270,Cars,https://worldcarfans.com,error,error
271,Cars,https://discounttire.com,error,error
272,Cars,https://pistonheads.com,"The UK's biggest motoring forum, plus the best selection of cars for sale with car news and features. PistonHeads is where speed matters.",PistonHeads UK | Cars for Sale | Car News | Motoring Forum
273,Cars,https://autocar.co.uk,"Car news, reviews, opinion and features from Autocar - the world's oldest car publication bringing you everything automotive since 1895",Autocar | Car News and Car Reviews
274,Cars,https://libertymutual.com,"Get your free insurance quote online from Liberty Mutual. Bundle your policies to save on auto, renters, home, motorcycle and more.",Customize your insurance coverage | Liberty Mutual
275,Cars,https://carsforsale.com,error,error
276,Cars,https://ovi.com,error,error
277,Cars,https://vwvortex.com,error,error
278,Cars,https://thecarconnection.com,"Get the inside scoop on new cars: car reviews, car photos, test drive results, technical specs and more. Comprehensive car reviews from auto experts. Get expert opinions from new car test drives. Find cool cars and get inside exclusives on hot concept cars, spy shots with auto show blogging coverage and daily automotive industry news.","New Cars, Car Reviews, Car Shows, Car Photos - The Car Connection"
279,Cars,https://budget.com,,
280,Cars,https://rentalcars.com,error,error
281,Cars,https://tvcmatrix.com,error,error
282,Science,https://nasa.gov,error,error
283,Science,https://redbullstratos.com,error,error
284,Science,https://wolframalpha.com,"Compute answers using Wolfram's breakthrough technology & knowledgebase, relied on by millions of students & professionals. For math, science, nutrition, history, geography, engineering, mathematics, linguistics, sports, finance, music…",Wolfram|Alpha: Computational Intelligence
285,Science,https://sciencedaily.com,error,error
286,Science,https://usgs.gov,"We provide science about the natural hazards that threaten lives and livelihoods; the water, energy, minerals, and other natural resources we rely on; the health of our ecosystems and environment; and the impacts of climate and land-use change. Our scientists develop new methods and tools to supply timely, relevant, and useful information about the Earth and its processes.",USGS.gov | Science for a changing world
287,Science,https://space.com,"Get the latest space exploration, innovation and astronomy news. Space.com celebrates humanity's ongoing expansion across the final frontier.","Space.com: NASA, Space Exploration and Astronomy News"
288,Science,https://easybib.com,"Automatic works cited and bibliography formatting for MLA, APA and Chicago/Turabian citation styles. Now supports 7th edition of MLA.","EasyBib®: Free Bibliography Generator - MLA, APA, Chicago citation styles"
289,Science,https://phys.org,error,error
290,Science,https://livescience.com,"Live Science features groundbreaking developments in science, space, technology, health, the environment, our culture and history.","Live Science: The Most Interesting Articles, Mysteries & Discoveries"
291,Science,https://nature.com,"First published in 1869, Nature is the world’s leading multidisciplinary science journal. Nature publishes the finest peer-reviewed research that drives ground-breaking discovery, and is read by thought-leaders and decision-makers around the world.",Nature
292,Science,https://scientificamerican.com,error,error
293,Science,https://academia.edu,Academia.edu is a place to share and follow research.,Academia.edu - Share research
294,Science,https://nobelprize.org,,The official website of the Nobel Prize - NobelPrize.org
295,Science,https://jstor.org,error,error
296,Science,https://newscientist.com,Science news and science articles from New Scientist,New Scientist | Science news and science articles from New Scientist
297,Science,https://popsci.com,"Awe-inspiring science reporting, technology news, and DIY projects. Skunks to space robots, primates to climates. That's Popular Science, 145 years strong.",Popular Science Homepage | Popular Science
298,Science,https://sciencemag.org,"Science/AAAS peer-reviewed journals deliver impactful research, daily news, expert commentary, and career resources.",Science | AAAS
299,Science,https://arxiv.org,,arXiv.org e-Print archive
300,Science,https://wolfram.com,"Wolfram, creators of the Wolfram Language, Wolfram|Alpha, Mathematica, Development Platform, Data Science Platform, Finance Platform, SystemModeler...",Wolfram: Computation Meets Knowledge
301,Science,https://physicsforums.com,Join the top physics and STEM forum community. Find experts debating the latest physics research. Request homework help for all sciences and math.,"Physics Forums | Science Articles, Homework Help, Discussion"
302,Science,https://acm.org,error,error
303,Science,https://discovermagazine.com,"Discover satisfies everyday curiosity with relevant and approachable science news, feature articles, photos and more.",Discover Magazine
304,Science,https://geeksaresexy.net,"Tech, science, cosplay and news by geeks, for geeks! We make technology sexy!","Geeks are Sexy Technology NewsGeeks are Sexy Technology News | Tech, science, cosplay and news by geeks, for geeks! We make technology sexy!"
305,Science,https://researchgate.net,Access 130+ million publications and connect with 20+ million researchers. Join for free and gain visibility by uploading your research.,ResearchGate | Find and share research
306,Science,https://ieee.org,IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.,IEEE - The world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.
307,Science,https://redorbit.com,"The latest in science, space, health, and technology",Home - Redorbit
308,Science,https://mathworks.com,"MathWorks develops, sells, and supports MATLAB and Simulink products.",MathWorks - Makers of MATLAB and Simulink - MATLAB & Simulink
309,Science,https://ssrn.com,error,error
310,Science,https://citeulike.org,"Discover the top real money gambling sites. Ratings & reviews for players of online casinos and games, lottery, bingo, online poker, sports betting & esports.",Gambling Sites for Real Money: Best Online Gamble Sites 2022
311,Science,https://bibsonomy.org,The blue social bookmark and publication sharing system.,BibSonomy
312,Science,https://acs.org,"ACS is one of the world’s largest scientific societies and the premier home of chemistry professionals. Find career opportunities, educational resources and more.",American Chemical Society
313,Technology,https://apple.com,"Discover the innovative world of Apple and shop everything iPhone, iPad, Apple Watch, Mac, and Apple TV, plus explore accessories, entertainment, and expert device support.",Apple
314,Technology,https://cnet.com,"Get full-length product reviews, the latest news, tech coverage, daily deals, and category deep dives from CNET experts worldwide.","Product reviews, advice, how-tos and the latest news - CNET"
315,Technology,https://gizmodo.com,We come from the future.,Gizmodo | Tech. Science. Culture.
316,Technology,https://wired.com,"We bring you the future as it happens. From the latest in science and technology to the big stories in business and culture, we've got you covered.","WIRED - The Latest in Technology, Science, Culture and Business | WIRED"
317,Technology,https://lifehacker.com,Lifehacker is the ultimate authority on optimizing every aspect of your life. Do everything better.,Lifehacker | Do everything better
318,Technology,https://mashable.com,"Mashable is a global, multi-platform media and entertainment company.",Mashable
319,Technology,https://engadget.com,"Find the latest technology news and expert tech product reviews. Learn about the latest gadgets and consumer tech products for entertainment, gaming, lifestyle and more.",Engadget | Technology News & Reviews
320,Technology,https://tigerdirect.com,error,error
321,Technology,https://pcmag.com,"PCMag is your complete guide to computers, peripherals and upgrades. We test and review tech products and services, report technology news and trends, and provide shopping advice with price comparisons.","The Latest Technology Product Reviews, News, Tips, and Deals | PCMag"
322,Technology,https://macrumors.com,Apple News and Rumors,MacRumors: Apple News and Rumors
323,Technology,https://io9.com,We come from the future.,io9 | Gizmodo
324,Technology,https://zdnet.com,ZDNet news and advice keep professionals prepared to embrace innovation and ready to build a better future.,"Technology News, Analysis, Comments and Product Reviews for IT Professionals | ZDNet"
325,Technology,https://makeuseof.com,error,error
326,Technology,https://arstechnica.com,"Serving the Technologist for more than a decade. IT news, reviews, and analysis.",Ars Technica
327,Technology,https://boingboing.net,Brain Candy for Happy Mutants!,Boing Boing | A directory of mostly wonderful things
328,Technology,https://xda-developers.com,,XDA Portal & Forums
329,Technology,https://tomshardware.com,"Tom's Hardware helps you buy the best hardware and build the best PC to play, create and work..",Tom's Hardware: For The Hardcore PC Enthusiast
330,Technology,https://samsung.com,"Samsung Store Indonesia membantu Anda menemukan jajaran produk elektronik dengan teknologi terkini termasuk smartphone, tablet, TV, peralatan rumah tangga.",Samsung Indonesia | Mobile | TV | Home Appliances
331,Technology,https://theverge.com,"The Verge was founded in 2011 in partnership with Vox Media, and covers the intersection of technology, science, art, and culture. Its mission is to offer in-depth reporting and long-form feature stories, breaking news coverage, product information, and community content in a unified and cohesive manner. The site is powered by Vox Media's Chorus platform, a modern media stack built for web-native news in the 21st century.",The Verge
332,Technology,https://slashdot.org,"Slashdot: News for nerds, stuff that matters. Timely news source for technology related news with a heavy slant towards Linux and Open Source issues.","Slashdot: News for nerds, stuff that matters"
333,Technology,https://thenextweb.com,"We inform, inspire, and connect people who love tech",TNW | The heart of tech
334,Technology,https://androidcentral.com,"Your buyer’s guide for the best Android phones, deals, news, and reviews! Android Central covers smartphones, watches, tablets, ChromeOS devices, Google Home, and all compatible peripherals in this smart world we're living in. Read all this and more on Android Central.","Android Central - News, Reviews, Deals & Help on all Android devices"
335,Technology,https://pcworld.com,PCWorld helps you navigate the PC ecosystem to find the products you want and the advice you need to get the job done.,PCWorld
336,Technology,https://macworld.com,"Macworld is your ultimate guide to Apple's product universe, explaining what's new, what's best and how to make the most out of the products you love.","Macworld - News, Tips & Reviews from the Apple Experts"
337,Technology,https://digitaltrends.com,"Digital Trends offers the latest coverage on all things tech with in-depth product reviews, videos, news, and the best deals happening now.","Digital Trends | Tech News, Reviews, Deals, and How-To's"
338,Technology,https://tuaw.com,error,error
339,Technology,https://android.com,"Find the latest and greatest on the world’s most powerful mobile platform. Browse devices, explore resources and learn about the latest updates.",Android | The platform pushing what’s possible
340,Technology,https://anandtech.com,"News and reviews of PC components, smartphones, tablets, pre-built desktops, notebooks, Macs and enterprise/cloud computing technologies.",AnandTech: Hardware News and Tech Reviews Since 1997
341,Technology,https://cisco.com,"Cisco delivers innovative software-defined networking, cloud, and security solutions to help transform your business, empowering an inclusive future for all.","Cisco - Networking, Cloud, and Cybersecurity Solutions"
342,Technology,https://zagg.com,"ZAGG Brands creates tech accessories that fit your lifestyle—screen protection, tablet and iPad keyboards, mophie battery cases, external power banks, protective smartphone and iPhone cases, Bluetooth headphones, Bluetooth speakers, and more. Free shipping where available.","Shop ZAGG.com for mobile accessories from our industry-leading brands—mophie, InvisibleShield, ZAGG, BRAVEN, IFROGZ, Gear4 and more."
343,Technology,https://ifixit.com,"iFixit is a global community of people helping each other repair things. Let's fix the world, one device at a time. Troubleshoot with experts in the Answers forum—and build your own how-to guides to share with the world. Fix your Apple and Android devices—and buy all the parts and tools needed for your DIY repair projects.",iFixit: The Free Repair Manual
344,Technology,https://ycombinator.com,Y Combinator created a new model for funding early stage startups. Twice a year we invest in a large number of startups.,Y Combinator
345,Technology,https://gigaom.com,error,error
346,Technology,https://sony.com,"Learn about Sony Group Corporation's Businesses and Products; our initiatives in Technology, Sustainability, and Design; and recent Press Releases, Career opportunities, and Investor Relations info.",Sony Group Portal - Sony Group Corporation Website
347,Technology,https://crunchbase.com,error,error
348,Technology,https://techrepublic.com,"Providing IT professionals with a unique blend of original content, peer-to-peer advice from the largest community of IT leaders on the Web.","TechRepublic: News, Tips & Advice for Technology Professionals"
349,Technology,https://gsmarena.com,GSMArena.com - The ultimate resource for GSM handset information,"GSMArena.com - mobile phone reviews, news, specifications and more..."
350,Technology,https://techsupportalert.com,The best of Gizmo's Freeware,Gizmo's Best - The best of Gizmo's Freeware
351,Technology,https://venturebeat.com,VentureBeat is the leader in covering transformative tech. We help business leaders make smarter decisions with our industry-leading AI and gaming coverage.,VentureBeat | Transformative tech coverage that matters
352,Technology,https://appleinsider.com,"For Apple News, Rumors, Reviews, Prices, and Deals, trust AppleInsider. Serving Apple product enthusiasts since 1997.","Apple News, Rumors, Reviews, Prices & Deals | AppleInsider"
353,Technology,https://allthingsd.com,"Find the latest Wall Street Journal stories on tech companies, start-ups and personal technology, plus the latest reviews.",Tech News & Analysis - Wall Street Journal
354,Technology,https://phonegap.com,,
355,Technology,https://androidforums.com,"Android Forums is the first and largest community dedicated to Android Phones, Android Tablets, Android Wear, Android Auto, and more.",Android Forums
356,Technology,https://makezine.com,error,error
357,Technology,https://raspberrypi.org,"The Raspberry Pi is a tiny and affordable computer that you can use to learn programming through fun, practical projects. Join the global Raspberry Pi community.","Teach, Learn, and Make with Raspberry Pi"
358,Technology,https://theregister.co.uk,error,error
359,Technology,https://readwriteweb.com,error,error
360,Technology,https://portableapps.com,,"PortableApps.com - Portable software for USB, portable, and cloud drives"
361,Technology,https://technologyreview.com,,MIT Technology Review
362,Technology,https://cultofmac.com,,Cult of Mac | Tech and culture through an Apple lens
363,Technology,https://appshopper.com,,TouchArcade – iPhone and iPad Games
364,Technology,https://techradar.com,"The latest technology news and reviews, covering computing, home entertainment systems, gadgets and more",TechRadar | The source for tech buying advice
365,Technology,https://9to5mac.com,"News and reviews for Apple products, apps, and rumors. We provide breaking coverage for the iPhone, iPad, and all things Mac!",9to5Mac - Apple News & Mac Rumors Breaking All Day
366,Technology,https://neowin.net,"News, Reviews & Betas which includes large community peer support",Neowin - Where unprofessional journalism looks better
367,Technology,https://squareup.com,Square helps millions of sellers run their business-from secure credit card processing to point of sale solutions. Get paid faster with Square. Sign up today!,"Square | Solutions For Your Small, Medium & Large Business"
368,Technology,https://computerworld.com,"Computerworld covers a range of technology topics, with a focus on these core areas of IT: Windows, Mobile, Apple/enterprise, Office and productivity suites, collaboration, web browsers and blockchain, as well as relevant information about companies such as Microsoft, Apple and Google.","IT news, careers, business technology, reviews | Computerworld"
369,Technology,https://geek.com,error,error
370,Technology,https://otterbox.com,OtterBox designs protective and stylish phone cases as well as the best premium coolers and accessories. Shop now and see how OtterBox enables your everyday.,"OtterBox | Cases, Accessories & Outdoor Gear"
371,Technology,https://techmeme.com,The essential tech news of the moment. Technology's news site of record. Not for dummies.,Techmeme
372,Technology,https://hackaday.com,Fresh hacks every day,Hackaday | Fresh Hacks Every Day
373,Technology,https://geeks.com,,Home page - Geeks
374,Technology,https://webpronews.com,"Breaking business news covering marketing, I.T., ecommerce & emerging trends like electric vehicles, solar energy, financial tech & space.","WebProNews - Digital Marketing, Technology, and Business News"
375,Technology,https://retrevo.com,error,error
376,Technology,https://intel.com,"Intel's innovation in cloud computing, data center, Internet of Things, and PC solutions is powering the smart and connected digital world we live in.","Intel | Data Center Solutions, IoT, and PC Innovation"
377,Technology,https://phonearena.com,"PhoneArena is the premium website for new phone information such as full specifications, in-depth reviews, latest news, carrier available and upcoming phones. It features advanced phone filter, visual size comparison and 360 degree views of all hot phones.","PhoneArena - Phone News, Reviews and Specs"
378,Technology,https://logitech.com,Beli online sekarang! Temukan pilihan jajaran Produk Logitech terbesar. Toko Online Resmi dengan penawaran eksklusif. Jaminan uang kembali. Berlangganan buletin kami.,"Logitech: Wireless Mouse, Keyboard, Headset, &amp; Konferensi Video"
379,Technology,https://popularmechanics.com,"Popular Mechanics inspires, instructs and influences readers to help them master the modern world, whether it's practical DIY home-improvement tips, gadgets and digital technology, information on the newest cars or the latest breakthroughs in science.","Popular Mechanics - Product Reviews, How-To, Space, Military, Math, Science, and New Technology"
380,Technology,https://mobile9.com,,"Are you human, bot or alien? | mobile9"
381,Technology,https://androidpolice.com,error,error
382,Technology,https://itworld.com,"Find the peer insights and expert advice IT leaders need to create business value with technology, drive innovation and develop their careers.",CIO.com - The voice of IT leadership
383,Technology,https://ghacks.net,,Homepage | gHacks Technology News
384,Technology,https://extremetech.com,"ExtremeTech - ExtremeTech is the Web's top destination for news and analysis of emerging science and technology trends, and important software, hardware, and gadgets.","ExtremeTech - ExtremeTech is the Web's top destination for news and analysis of emerging science and technology trends, and important software, hardware, and gadgets."
385,Technology,https://imore.com,"The ultimate source for iPhone, iPad, Mac, and Apple Watch content. Never miss out on news, deals, reviews, or how-tos! Learn about the products your love, and never worry about buyer's remorse with our buying guides. All this and more on iMore. - Learn More. Be More.","iMore - Apple News, Reviews, Deals, & Help | Learn more. Be more."
386,Technology,https://ilounge.com,"iLounge is an independent provider of information about Apple Inc.'s iPod, iPhone and iPad digital media players, accessories, and related software.","iLounge - All things iPod, iPhone, iPad and Beyond"
387,Technology,https://notebookreview.com,error,error
388,Technology,https://phandroid.com,"The world's first Android News Source, Phandroid.com covers Android news, reviews, and tips to help you get the most out of your smartphone or tablet.",Phandroid
389,Technology,https://cio.com,"Find the peer insights and expert advice IT leaders need to create business value with technology, drive innovation and develop their careers.",CIO.com - The voice of IT leadership
390,Technology,https://asus.com,error,error
391,Technology,https://osxdaily.com,"News, tips, software, reviews, and more for Mac OS X, iPhone, iPad","OS X Daily - News and Tips for Mac, iPhone, iPad, and Everything Apple"
392,Technology,https://labnol.org,"Tech, a la carte","Digital Inspiration - Tech Tips, Tutorials & How-to Guides"
393,Technology,https://informationweek.com,"InformationWeek.com: News analysis and commentary on information technology trends, including cloud computing, DevOps, data analytics, IT leadership, cybersecurity, and IT infrastructure.","InformationWeek, serving the information needs of the Business Technology Community"
394,Technology,https://cyanogenmod.com,error,error
395,Technology,https://komando.com,error,error
396,Technology,https://crucial.com,"Find compatible DRAM memory and SSD upgrades for your PC or Laptop with our Crucial Advisor tool or Crucial System Scanner, with FREE US delivery!","Crucial US | DRAM, Solid State Drive (SSD) & Memory Upgrades"
397,Technology,https://techspot.com,"Technology news, reviews, and analysis for power users, enthusiasts, IT professionals and PC gamers.",TechSpot
398,Technology,https://crackberry.com,"The #1 community and resource for all things BlackBerry: news, reviews, help & how to, apps, games, accessories & more!",CrackBerry | The #1 Site for BlackBerry Users (and Abusers!)
399,Technology,https://sevenforums.com,error,error
400,Technology,https://htc.com,,HTC SUPPORT
401,Technology,https://techdirt.com,error,error
402,Technology,https://infoworld.com,"Business technology, IT news, product reviews and enterprise IT strategies.",InfoWorld - Technology insight for the enterprise
403,Technology,https://androidandme.com,error,error
404,Technology,https://iobit.com,error,error
405,Technology,https://macsales.com,"Upgrade the RAM and storage of nearly any Apple computer at MacSales.com. We also provide refurbished Macs, external storage, docks, accessories, and more!","Apple Mac Upgrades - RAM, SSD Flash, External Drives and More"
406,Technology,https://slashgear.com,"SlashGear covers technology, science, automotive, gaming, and entertainment, bringing thought-provoking and independent insight since 2005",SlashGear
407,Technology,https://bgr.com,"BGR features the latest tech news and product reviews, top-rated buying guides, entertainment, science, and lifestyle coverage.","BGR – Tech News, Reviews, & Top-Rated Buying Guides"
408,Technology,https://appbrain.com,"Grow your app business with AppBrain: Monetize, advertise and analyze Android apps","Monetize, advertise and analyze Android apps | AppBrain.com"
409,Technology,https://pocket-lint.com,"Welcome to Pocket-lint, for the latest electronic product reviews, including news on gadgets, digital cameras, home cinema, audio, cars and mobile phone.","Pocket-lint - Gadget Reviews, Product News, Electronic Gadgets"
410,Technology,https://addictivetips.com,error,error
411,Technology,https://geforce.com,"The world's most advanced graphics cards, gaming solutions, and gaming technology - from NVIDIA GeForce.","GeForce.com Official Site: RTX Graphics Cards, VR, Gaming, Laptops"
412,Technology,https://eweek.com,error,error
413,Technology,https://techpowerup.com,"Leading tech publication, with fast news, thorough reviews, and a strong community.",TechPowerUp
414,Technology,https://networkworld.com,"Network news, trend analysis, product testing and the industry’s most important blogs,  all collected at the most popular network watering hole on the Internet | Network World",Welcome to Network World.com
415,Technology,https://maximumpc.com,error,error
416,Technology,https://wirefly.com,"Compare cell phone plans, deals, smartphones, Internet providers, TV service, business and residential phone service, and more to save money at Wirefly.","Wirefly | Cell Phone Deals, Compare Cell Phones & Plans"
417,Technology,https://howardforums.com,Discuss your favorite mobile phone carriers and cell phone manufacturers,HowardForums: Your Mobile Phone Community & Resource
418,Technology,https://killerstartups.com,Where Internet Entrepreneurs Are The Stars,KillerStartups.com – Where Internet Entrepreneurs Are The Stars
419,Technology,https://radioshack.com,"The Shack Is Back! Shop Radios, Headphones, TV Antennas, Cables & Adapters, DIY Tools & Parts, Electronics Maker Kits, and much more brand new arrivals daily! Don't forget to visit any of our 450+ RadioShack locations across America!",RadioShack.com Official Site - America's Technology Store
420,Technology,https://windowsphone.com,error,error
421,Technology,https://nokia.com,"As a technology leader across mobile, fixed and cloud networks, our solutions enable a more productive, sustainable and inclusive world.",Nokia Corporation
422,Technology,https://digikey.com,"Digi-Key offers 13.4M +  products from 2,300+ manufacturers. Large in-stock quantities able to ship same day. Paypal accepted, order online today!",DigiKey Electronics - Electronic Components Distributor
423,Technology,https://idownloadblog.com,"The best Apple blog providing news, reviews, tutorials, and jailbreak info, about everything iPhone, iPad, Apple Watch, Apple TV, Mac and iOS.",iDownloadBlog – Apple Blog: iPhone • Watch • iOS • Mac
424,Technology,https://betanews.com,BetaNews is a leading source of technology news and analysis,Technology News and Analysis - BetaNews
425,Technology,https://bleepingcomputer.com,error,error
426,Technology,https://maclife.com,error,error
427,Technology,https://androidzoom.com,error,error
428,Technology,https://brighthub.com,error,error
429,Technology,https://afterdawn.com,"Latest technology news, how-to guides, product reviews and software downloads.","AfterDawn - Software downloads, reviews, tech news and guides"
430,Technology,https://lockergnome.com,"3D Printing! Sometimes silly. Sometimes serious. Always interactive. I'm a variety streamer geek / nerd just chatting every night at 6PM PT. I love Star Wars, LEGO, pop culture / entertainment, retro fun, toys & collectables, and helping fellow creators. My community: https://twitch.tv/MakerDeck!",ChrisPirillo - Twitch
431,Technology,https://pcadvisor.co.uk,"Expert advice you can trust for all your tech needs, covering phones, tablets, laptops, wearables, gaming, entertainment, security, accessories &amp; more","Tech Advisor: Tech Reviews, News, Tutorials & Buying Advice"
432,Technology,https://ubergizmo.com,,Ubergizmo
433,Technology,https://amd.com,error,error
434,Technology,https://pinger.com,error,error
435,Technology,https://redmondpie.com,"Covering Microsoft, Apple, Google, Tesla and the web!",Redmond Pie
436,Technology,https://overclock.net,error,error
437,Technology,https://socialtimes.com,error,error
438,Technology,https://androidcommunity.com,"Android Community is obsessed with all things Android, covering phones, tablets, apps and hacks to get the best out of Google’s OS.","Android Community - Android News, Reviews, and Apps"
439,Technology,https://toshiba.com,error,error
440,Technology,https://droidforums.net,"DroidForums is the #1 Android Forum & Android News site providing Android Help for Samsung, Motorola, HTC, LG and Sony  Android Phones.",DroidForums.net | Android Forums & News
441,Technology,https://dvice.com,error,error
442,Technology,https://cpubenchmark.net,"PassMark Software - CPU Benchmarks - Over 1 million CPUs and 1,000 models benchmarked and compared in graph form, updated daily!",PassMark Software - CPU Benchmark Charts
443,Technology,https://adweek.com,"Breaking News in Advertising, Media and Technology",Adweek
444,Technology,https://iclarified.com,,iClarified - Apple News and Tutorials
445,Technology,https://samsungapps.com,,
446,Technology,https://mouser.com,error,error
447,Technology,https://i4u.com,error,error
448,Technology,https://notebookcheck.net,"Notebookcheck provides in depth reviews, technical articles like benchmark comparisons, and news on laptops / notebooks, netbooks and tablets.",Notebook / Laptop Reviews and News - NotebookCheck.net
449,Technology,https://guru3d.com,Guru of 3D: Computer PC Hardware and Consumer Electronics reviews,Guru3D.com
450,Technology,https://droid-life.com,"We write about the happenings in the Android world, most of which involves Google. We do reviews too, so we got you covered, Samsung guy.",Droid Life: Opinionated Android news.
