,Unnamed: 0,Unnamed: 0.1,Category,url,Description,description,title
371,371,58,Technology,https://techmeme.com,Techmeme - The essential tech news of the moment. Technology's news site of record. Not for dummies.,The essential tech news of the moment. Technology's news site of record. Not for dummies.,Techmeme
372,372,59,Technology,https://hackaday.com,Hack a Day — Fresh hacks every day - Fresh hacks every day,Fresh hacks every day,Hackaday | Fresh Hacks Every Day
373,373,60,Technology,https://geeks.com,"Computer parts, Laptop computers, Desktop computers, Computer Hardware - Geeks.com - The Best Deals Online; Save on Computer Parts, Computer Hardware, Laptops, Tablets, Desktop Computers and More - Fast Shipping, Excellent Customer Service..",,Home page - Geeks
374,374,61,Technology,https://webpronews.com,"WebProNews - Breaking News in Tech, Search, Social, & Business","Breaking business news covering marketing, I.T., ecommerce & emerging trends like electric vehicles, solar energy, financial tech & space.","WebProNews - Digital Marketing, Technology, and Business News"
375,375,62,Technology,https://retrevo.com,"Discover, Evaluate, and Shop with the Gadget Experts at Retrevo",error,error
376,376,63,Technology,https://intel.com,"Intel Canada - English - Intel plant und baut die wesentlichen Technologien, die als Grundlage für die weltweit EDV-Geräte dienen","Intel's innovation in cloud computing, data center, Internet of Things, and PC solutions is powering the smart and connected digital world we live in.","Intel | Data Center Solutions, IoT, and PC Innovation"
377,377,64,Technology,https://phonearena.com,"Phone Arena - Phone News, Reviews and Specs - Phone Arena is the premium website for new phone information such as full specifications, in-depth reviews, latest news, carrier available and upcoming phones. It features dedicated phone discussions, advanced phone filter, visual size comparison and 36","PhoneArena is the premium website for new phone information such as full specifications, in-depth reviews, latest news, carrier available and upcoming phones. It features advanced phone filter, visual size comparison and 360 degree views of all hot phones.","PhoneArena - Phone News, Reviews and Specs"
378,378,65,Technology,https://logitech.com,Logitech - Get Immersed in the Digital World!,Beli online sekarang! Temukan pilihan jajaran Produk Logitech terbesar. Toko Online Resmi dengan penawaran eksklusif. Jaminan uang kembali. Berlangganan buletin kami.,"Logitech: Wireless Mouse, Keyboard, Headset, &amp; Konferensi Video"
379,379,66,Technology,https://popularmechanics.com,"Popular Mechanics - Automotive Care, Home Improvement, Tools, DIY Tips - Popular Mechanics is a service magazine covering a variety of information on home improvement, automotive needs, electronics, computers, telecommunications, outdoors, fitness and science and technology. Popular Mechanics also ","Popular Mechanics inspires, instructs and influences readers to help them master the modern world, whether it's practical DIY home-improvement tips, gadgets and digital technology, information on the newest cars or the latest breakthroughs in science.","Popular Mechanics - Product Reviews, How-To, Space, Military, Math, Science, and New Technology"
380,380,67,Technology,https://mobile9.com,"Free Nokia Themes, Free Ringtones, Free Apps - mobile9 - mobile9 is an app store and more. Truly open, truly social. Millions of members are sharing the fun and billions of free downloads served.",,"Are you human, bot or alien? | mobile9"
381,381,68,Technology,https://androidpolice.com,"Android Police - Android News, Apps, Games, Phones, Tablets",error,error
382,382,69,Technology,https://itworld.com,"IT news, technology analysis and how-to resources | ITworld - IT news and breaking technology stories covering IT security, cloud computing, virtualization, and more.","Find the peer insights and expert advice IT leaders need to create business value with technology, drive innovation and develop their careers.",CIO.com - The voice of IT leadership
383,383,70,Technology,https://ghacks.net,"GHacks Technology News | Latest Tech News, Software And Tutorials Page 1",,Homepage | gHacks Technology News
384,384,71,Technology,https://extremetech.com,Latest Technology News | Tech Blog | ExtremeTech - Latest Technology News | Tech Blog | ExtremeTech,"ExtremeTech - ExtremeTech is the Web's top destination for news and analysis of emerging science and technology trends, and important software, hardware, and gadgets.","ExtremeTech - ExtremeTech is the Web's top destination for news and analysis of emerging science and technology trends, and important software, hardware, and gadgets."
385,385,72,Technology,https://imore.com,"IMore.com | The #1 Site for iPhone, iPad, iPod touch and Apple TV owners","The ultimate source for iPhone, iPad, Mac, and Apple Watch content. Never miss out on news, deals, reviews, or how-tos! Learn about the products your love, and never worry about buyer's remorse with our buying guides. All this and more on iMore. - Learn More. Be More.","iMore - Apple News, Reviews, Deals, & Help | Learn more. Be more."
386,386,73,Technology,https://ilounge.com,"All things iPod, iPhone, iPad and Beyond | iLounge - All Things iPod, iPhone, iPad and Beyond.","iLounge is an independent provider of information about Apple Inc.'s iPod, iPhone and iPad digital media players, accessories, and related software.","iLounge - All things iPod, iPhone, iPad and Beyond"
387,387,74,Technology,https://notebookreview.com,"Laptop Reviews - Notebook Reviews and Computer News - NotebookReview.com offers the latest notebook and laptop reviews, as well as price comparisons, support forums and news.",error,error
388,388,75,Technology,https://phandroid.com,"Android Phone - #1 Site for Android Phone Reviews, News, Apps, Games and Rumors. Also covers Android Tablets and other Android devices!","The world's first Android News Source, Phandroid.com covers Android news, reviews, and tips to help you get the most out of your smartphone or tablet.",Phandroid
389,389,76,Technology,https://cio.com,"CIO.com - CIO.com delivers the latest tech news, analysis, how-to, blogs, and video for IT professionals. Covers apps, careers, cloud computing, data center, mobile, outsourcing, security, social media, hardware and software.","Find the peer insights and expert advice IT leaders need to create business value with technology, drive innovation and develop their careers.",CIO.com - The voice of IT leadership
390,390,77,Technology,https://asus.com,"ASUS   - ASUS is a leading company driven by innovation and commitment to quality for products that include notebooks, netbooks, motherboards, graphics cards, displays, desktop PCs, servers, wireless solutions, mobile phones and networking devices. ASUS ranks among BusinessWeek’s InfoTech 100 for",error,error
391,391,78,Technology,https://osxdaily.com,"News, Tips, and Reviews for Mac, iPhone, and iPad - OS X Daily  -   News, tips, software, reviews, and more for Mac OS X, iPhone, iPad   ","News, tips, software, reviews, and more for Mac OS X, iPhone, iPad","OS X Daily - News and Tips for Mac, iPhone, iPad, and Everything Apple"
392,392,79,Technology,https://labnol.org,"Digital Inspiration - Technology Blog - Digital Inspiration is a popular how-to website that covers computer software, mobile apps, video tutorials and useful websites","Tech, a la carte","Digital Inspiration - Tech Tips, Tutorials & How-to Guides"
393,393,80,Technology,https://informationweek.com,"InformationWeek | Business Technology News, Reviews and Blogs - InformationWeek is the leading news and information source for information technology professionals and business managers with technology management and purchasing authority. InformationWeek.com provides breaking news online and in new","InformationWeek.com: News analysis and commentary on information technology trends, including cloud computing, DevOps, data analytics, IT leadership, cybersecurity, and IT infrastructure.","InformationWeek, serving the information needs of the Business Technology Community"
