,url,description,title,label,description_p4,title_p4
69,https://quickonlinetips.com,"Top tech blog publishing blogging tips, smart tech and web tutorials since 2004",Quick Online Tips / QOT,aman,"['top', 'tech', 'blog', 'publish', 'blog', 'tip', 'smart', 'tech', 'web', 'tutori', 'sinc']","['quick', 'onlin', 'tip', '', 'qot']"
70,https://honda.com,Explore an innovative line of quality products from American Honda Motor Company. Find the latest news and information on Honda and Acura brand products.,"American Honda Motor Co., Inc. - Official Site",aman,"['explor', 'innov', 'line', 'qualiti', 'product', 'american', 'honda', 'motor', 'compani', 'find', 'latest', 'news', 'inform', 'honda', 'acura', 'brand', 'product']","['american', 'honda', 'motor', 'co', 'inc', 'offici', 'site']"
71,https://harley-davidson.com,"Situs resmi Harley-Davidson Motor Company. Lihat motor Harley terbaru, cari dealer, & telusuri komponen dan perlengkapan motor.",Harley-Davidson Indonesia,aman,"['situs', 'resmi', 'harley', 'davidson', 'motor', 'compani', 'lihat', 'motor', 'harley', 'cari', 'dealer', 'telusur', 'komponen', 'lengkap', 'motor']","['harley', 'davidson', 'indonesia']"
72,https://udemy.com,"Udemy is an online learning and teaching marketplace with over 185,000 courses and 49 million students. Learn programming, marketing, data science and more.","Online Courses - Learn Anything, On Your Schedule | Udemy",aman,"['udemi', 'onlin', 'learn', 'teach', 'marketplac', 'cours', 'million', 'student', 'learn', 'program', 'market', 'data', 'scienc']","['onlin', 'cours', 'learn', 'anyth', 'schedul', 'udemi']"
73,https://researchgate.net,Access 130+ million publications and connect with 20+ million researchers. Join for free and gain visibility by uploading your research.,ResearchGate | Find and share research,aman,"['access', 'million', 'public', 'connect', 'million', 'research', 'join', 'free', 'gain', 'visibl', 'upload', 'research']","['researchg', 'find', 'share', 'research']"
74,https://brainyquote.com,"Share our collection of inspirational and famous quotes by authors you know and love. Share our Quotes of the Day on the web, Facebook, Twitter, and blogs.",Inspirational Quotes at BrainyQuote,aman,"['share', 'collect', 'inspir', 'famous', 'quot', 'author', 'know', 'love', 'share', 'quot', 'day', 'web', 'facebook', 'twitter', 'blog']","['inspir', 'quot', 'brainyquot']"
75,https://androidcentral.com,"Your buyer’s guide for the best Android phones, deals, news, and reviews! Android Central covers smartphones, watches, tablets, ChromeOS devices, Google Home, and all compatible peripherals in this smart world we're living in. Read all this and more on Android Central.","Android Central - News, Reviews, Deals & Help on all Android devices",aman,"['buyer', '', 'guid', 'best', 'android', 'phone', 'deal', 'news', 'review', 'android', 'central', 'cover', 'smartphon', 'watch', 'tablet', 'chromeo', 'devic', 'googl', 'home', 'compat', 'peripher', 'smart', 'world', 'live', 'read', 'android', 'central']","['android', 'central', 'news', 'review', 'deal', 'help', 'android', 'devic']"
76,https://space.com,"Get the latest space exploration, innovation and astronomy news. Space.com celebrates humanity's ongoing expansion across the final frontier.","Space.com: NASA, Space Exploration and Astronomy News",aman,"['get', 'latest', 'space', 'explor', 'innov', 'astronomi', 'news', 'spacecom', 'celebr', 'human', 'ongo', 'expans', 'across', 'final', 'frontier']","['spacecom', 'nasa', 'space', 'explor', 'astronomi', 'news']"
77,https://seagate.com,"Seagate membantu dunia menyimpan lebih banyak data dan memanfaatkan potensinya dengan terobosan layanan penyimpanan cloud, sistem, hard disk, hard disk solid state, serta solusi manajemen data lengkap.",Unggul dalam Solusi Penyimpanan Data Besar | Seagate Indonesia,aman,"['seagat', 'bantu', 'dunia', 'simpan', 'data', 'manfaat', 'potensi', 'terobos', 'layan', 'simpan', 'cloud', 'sistem', 'hard', 'disk', 'hard', 'disk', 'solid', 'state', 'solusi', 'manajemen', 'data', 'lengkap']","['unggul', 'solusi', 'simpan', 'data', 'seagat', 'indonesia']"
78,https://uiowa.edu,"Join a global community of renowned artists, pioneering scientists, and faculty dedicated to student success at the University of Iowa.",The University of Iowa,aman,"['join', 'global', 'communiti', 'renown', 'artist', 'pioneer', 'scientist', 'faculti', 'dedic', 'student', 'success', 'univers', 'iowa']","['univers', 'iowa']"
79,https://ti.com,"Texas Instruments has been making progress possible for decades. We are a global semiconductor company that designs, manufactures, tests and sells analog and embedded processing chips.",Analog | Embedded processing | Semiconductor company |  TI.com,aman,"['texa', 'instrument', 'make', 'progress', 'possibl', 'decad', 'global', 'semiconductor', 'compani', 'design', 'manufactur', 'test', 'sell', 'analog', 'embed', 'process', 'chip']","['analog', 'embed', 'process', 'semiconductor', 'compani', 'ticom']"
80,https://usgs.gov,"We provide science about the natural hazards that threaten lives and livelihoods; the water, energy, minerals, and other natural resources we rely on; the health of our ecosystems and environment; and the impacts of climate and land-use change. Our scientists develop new methods and tools to supply timely, relevant, and useful information about the Earth and its processes.",USGS.gov | Science for a changing world,aman,"['provid', 'scienc', 'natur', 'hazard', 'threaten', 'live', 'livelihood', '', 'water', 'energi', 'miner', 'natur', 'resourc', 'reli', '', 'health', 'ecosystem', 'environ', '', 'impact', 'climat', 'land', 'use', 'chang', 'scientist', 'develop', 'new', 'method', 'tool', 'suppli', 'time', 'relev', 'use', 'inform', 'earth', 'process']","['usgsgov', 'scienc', 'chang', 'world']"
81,https://tomsguide.com,"Tom's Guide upgrades your life by helping you decide what tech to buy, showing you how to get the most out of it and solving problems as they arise. Tom's Guide is here to help you....","Tom's Guide | Tech Product Reviews, Top Picks and How To",aman,"['tom', 'guid', 'upgrad', 'life', 'help', 'decid', 'tech', 'buy', 'show', 'get', 'solv', 'problem', 'aris', 'tom', 'guid', 'help']","['tom', 'guid', 'tech', 'product', 'review', 'top', 'pick']"
82,https://vw.com,"Find your new German-Engineered VW today. Customize your own VW model, engine, colors, and features - all based on your budget. Come see what's new.",VW.com | Official Home of Volkswagen Cars & SUVs,aman,"['find', 'new', 'german', 'engin', 'vw', 'today', 'custom', 'vw', 'model', 'engin', 'color', 'featur', 'base', 'budget', 'come', 'see', 'new']","['vwcom', 'offici', 'home', 'volkswagen', 'car', 'suv']"
83,https://ubc.ca,"The University of British Columbia is a global centre for research and teaching, consistently ranked among the top 20 public universities in the world.",The University of British Columbia,aman,"['univers', 'british', 'columbia', 'global', 'centr', 'research', 'teach', 'consist', 'rank', 'among', 'top', 'public', 'univers', 'world']","['univers', 'british', 'columbia']"
84,https://mbusa.com,"Mercedes-Benz combines luxury with performance across the full line of models including luxury sedans, SUVs, coupes, roadsters, convertibles & more.","Luxury Cars - Sedans, SUVs, Coupes & Wagons | Mercedes-Benz USA",aman,"['merced', 'benz', 'combin', 'luxuri', 'perform', 'across', 'full', 'line', 'model', 'includ', 'luxuri', 'sedan', 'suv', 'coup', 'roadster', 'convert']","['luxuri', 'car', 'sedan', 'suv', 'coup', 'wagon', 'merced', 'benz', 'usa']"
85,https://si.edu,"Official website of the Smithsonian, the world's largest museum and research complex, with 19 museums, 9 research centers, and affiliates around the world.",Smithsonian Institution | Home,aman,"['offici', 'websit', 'smithsonian', 'world', 'largest', 'museum', 'research', 'complex', 'museum', 'research', 'center', 'affili', 'around', 'world']","['smithsonian', 'institut', 'home']"
86,https://oup.com,home,Oxford University Press - homepage,aman,['home'],"['oxford', 'univers', 'press', 'homepag']"
87,https://geeksaresexy.net,"Tech, science, cosplay and news by geeks, for geeks! We make technology sexy!","Geeks are Sexy Technology NewsGeeks are Sexy Technology News | Tech, science, cosplay and news by geeks, for geeks! We make technology sexy!",aman,"['tech', 'scienc', 'cosplay', 'news', 'geek', 'geek', 'make', 'technolog', 'sexi']","['geek', 'sexi', 'technolog', 'newsgeek', 'sexi', 'technolog', 'news', 'tech', 'scienc', 'cosplay', 'news', 'geek', 'geek', 'make', 'technolog', 'sexi']"
88,https://eslcafe.com,"Since 1995 Dave's ESL Cafe has been a meeting place for ESL/EFL students & teachers from around the world -  jobs,  a resume database, forums,  resources, & more!",Home Page -  ESL,aman,"['sinc', 'dave', 'esl', 'cafe', 'meet', 'place', 'esl efl', 'student', 'teacher', 'around', 'world', 'job', 'resum', 'databas', 'forum', 'resourc']","['home', 'page', 'esl']"
89,https://bibsonomy.org,The blue social bookmark and publication sharing system.,BibSonomy,aman,"['blue', 'social', 'bookmark', 'public', 'share', 'system']",['bibsonomi']
90,https://ucsc.edu,A world-class public research institution comprised of ten residential college communities nestled in the redwood forests and meadows overlooking central California's Monterey Bay.,"University of California, Santa Cruz",aman,"['world', 'class', 'public', 'research', 'institut', 'compris', 'ten', 'residenti', 'colleg', 'communiti', 'nestl', 'redwood', 'forest', 'meadow', 'overlook', 'central', 'california', 'monterey', 'bay']","['univers', 'california', 'santa', 'cruz']"
91,https://craftsy.com,"Craftsy is your online resource for all creative makers, where you can find everything you need – from basic instruction to advanced techniques.",Craftsy.com | Express Your Creativity! | Engage your passion with Craftsy and learn to make something beautiful!,aman,"['craftsi', 'onlin', 'resourc', 'creativ', 'maker', 'find', 'everyth', 'need', '', 'basic', 'instruct', 'advanc', 'techniqu']","['craftsycom', 'express', 'creativ', 'engag', 'passion', 'craftsi', 'learn', 'make', 'someth', 'beauti']"
92,https://otterbox.com,OtterBox designs protective and stylish phone cases as well as the best premium coolers and accessories. Shop now and see how OtterBox enables your everyday.,"OtterBox | Cases, Accessories & Outdoor Gear",aman,"['otterbox', 'design', 'protect', 'stylish', 'phone', 'case', 'well', 'best', 'premium', 'cooler', 'accessori', 'shop', 'see', 'otterbox', 'enabl', 'everyday']","['otterbox', 'case', 'accessori', 'outdoor', 'gear']"
93,https://appbrain.com,"Grow your app business with AppBrain: Monetize, advertise and analyze Android apps","Monetize, advertise and analyze Android apps | AppBrain.com",aman,"['grow', 'app', 'busi', 'appbrain', 'monet', 'advertis', 'analyz', 'android', 'app']","['monet', 'advertis', 'analyz', 'android', 'app', 'appbraincom']"
94,https://coursera.org,"Learn online and earn valuable credentials from top universities like Yale, Michigan, Stanford, and leading companies like Google and IBM. Join Coursera for free and transform your career with degrees, certificates, Specializations, & MOOCs in data science, computer science, business, and dozens of other topics.",Coursera | Online Courses & Credentials From Top Educators. Join for Free,aman,"['learn', 'onlin', 'earn', 'valuabl', 'credenti', 'top', 'univers', 'like', 'yale', 'michigan', 'stanford', 'lead', 'compani', 'like', 'googl', 'ibm', 'join', 'coursera', 'free', 'transform', 'career', 'degre', 'certif', 'special', 'mooc', 'data', 'scienc', 'comput', 'scienc', 'busi', 'dozen', 'topic']","['coursera', 'onlin', 'cours', 'credenti', 'top', 'educ', 'join', 'free']"
95,https://mashable.com,"Mashable is a global, multi-platform media and entertainment company.",Mashable,aman,"['mashabl', 'global', 'multi', 'platform', 'media', 'entertain', 'compani']",['mashabl']
96,https://mapquest.com,"Official MapQuest website, find driving directions, maps, live traffic updates and road conditions.  Find nearby businesses, restaurants and hotels. Explore!","Official MapQuest - Maps, Driving Directions, Live Traffic",aman,"['offici', 'mapquest', 'websit', 'find', 'drive', 'direct', 'map', 'live', 'traffic', 'updat', 'road', 'condit', 'find', 'nearbi', 'busi', 'restaur', 'hotel', 'explor']","['offici', 'mapquest', 'map', 'drive', 'direct', 'live', 'traffic']"
97,https://academia.edu,Academia.edu is a place to share and follow research.,Academia.edu - Share research,aman,"['academiaedu', 'place', 'share', 'follow', 'research']","['academiaedu', 'share', 'research']"
98,https://readwrite.com,The Blog of Things,ReadWrite - The Blog of Things,aman,"['blog', 'thing']","['readwrit', 'blog', 'thing']"
99,https://ets.org,"ETS is committed to advancing quality and equity in education for all people worldwide through assessment development, educational research, policy studies and more.",ETS Home,aman,"['et', 'commit', 'advanc', 'qualiti', 'equiti', 'educ', 'peopl', 'worldwid', 'assess', 'develop', 'educ', 'research', 'polici', 'studi']","['et', 'home']"
100,https://samsung.com,"Samsung Store Indonesia membantu Anda menemukan jajaran produk elektronik dengan teknologi terkini termasuk smartphone, tablet, TV, peralatan rumah tangga.",Samsung Indonesia | Mobile | TV | Home Appliances,aman,"['samsung', 'store', 'indonesia', 'bantu', 'temu', 'jajar', 'produk', 'elektronik', 'teknolog', 'masuk', 'smartphon', 'tablet', 'tv', 'alat', 'rumah', 'tangga']","['samsung', 'indonesia', 'mobil', 'tv', 'home', 'applianc']"
101,https://citeulike.org,"Discover the top real money gambling sites. Ratings & reviews for players of online casinos and games, lottery, bingo, online poker, sports betting & esports.",Gambling Sites for Real Money: Best Online Gamble Sites 2022,aman,"['discov', 'top', 'real', 'money', 'gambl', 'site', 'rate', 'review', 'player', 'onlin', 'casino', 'game', 'lotteri', 'bingo', 'onlin', 'poker', 'sport', 'bet', 'esport']","['gambl', 'site', 'real', 'money', 'best', 'onlin', 'gambl', 'site']"
102,https://cargurus.com,Unbiased car reviews and over a million opinions and photos from real people. Use CarGurus to find the best used car deals.,"Buy & Sell Cars: Reviews, Prices, and Financing - CarGurus",aman,"['unbias', 'car', 'review', 'million', 'opinion', 'photo', 'real', 'peopl', 'use', 'cargurus', 'find', 'best', 'use', 'car', 'deal']","['buy', 'sell', 'car', 'review', 'price', 'financ', 'cargurus']"
103,https://jalopnik.com,Drive free or die.,Jalopnik,aman,"['drive', 'free', 'die']",['jalopnik']
104,https://searchquotes.com,"Best collection of famous quotes and sayings on the web! Quotes from famous authors, movies and people. Amazing quotes to bring inspiration, personal growth, love and happiness to your everyday life.",Quotes and Sayings - SearchQuotes,aman,"['best', 'collect', 'famous', 'quot', 'say', 'web', 'quot', 'famous', 'author', 'movi', 'peopl', 'amaz', 'quot', 'bring', 'inspir', 'person', 'growth', 'love', 'happi', 'everyday', 'life']","['quot', 'say', 'searchquot']"
105,https://sciencemag.org,"Science/AAAS peer-reviewed journals deliver impactful research, daily news, expert commentary, and career resources.",Science | AAAS,aman,"['science/aaa', 'peer', 'review', 'journal', 'deliv', 'impact', 'research', 'daili', 'news', 'expert', 'commentari', 'career', 'resourc']","['scienc', 'aaa']"
106,https://topspeed.com,"Topspeed offers daily industry news and reviews on cars, trucks, motorcycles, boats and airplanes.","Car News And Reviews, Videos, Wallpapers, Pictures, Free Online Games And More | Top Speed",aman,"['topspe', 'offer', 'daili', 'industri', 'news', 'review', 'car', 'truck', 'motorcycl', 'boat', 'airplan']","['car', 'news', 'review', 'video', 'wallpap', 'pictur', 'free', 'onlin', 'game', 'top', 'speed']"
107,https://pistonheads.com,"The UK's biggest motoring forum, plus the best selection of cars for sale with car news and features. PistonHeads is where speed matters.",PistonHeads UK | Cars for Sale | Car News | Motoring Forum,aman,"['uk', 'biggest', 'motor', 'forum', 'plus', 'best', 'select', 'car', 'sale', 'car', 'news', 'featur', 'pistonhead', 'speed', 'matter']","['pistonhead', 'uk', 'car', 'sale', 'car', 'news', 'motor', 'forum']"
108,https://dmv.org,"DMV.ORG makes understanding the Department of Motor Vehicles simple. Get quick access to DMV locations & hours, appointments, renewals, forms, practice tests & more.",The DMV Made Simple - DMV.ORG,aman,"['dmvorg', 'make', 'understand', 'depart', 'motor', 'vehicl', 'simpl', 'get', 'quick', 'access', 'dmv', 'locat', 'hour', 'appoint', 'renew', 'form', 'practic', 'test']","['dmv', 'made', 'simpl', 'dmvorg']"
109,https://osu.edu,"Discover Ohio State, the highest ranked public university in Ohio, is home to the Wexner Medical Center and world-class graduate and undergraduate programs.",The Ohio State University,aman,"['discov', 'ohio', 'state', 'highest', 'rank', 'public', 'univers', 'ohio', 'home', 'wexner', 'medic', 'center', 'world', 'class', 'graduat', 'undergradu', 'program']","['ohio', 'state', 'univers']"
110,https://netgear.com,"At NETGEAR we turn ideas into innovative networking products that connect people, power businesses & advance the way we live. Easy to use. Powerful. Smart.",NETGEAR: Networking Products Made For You,aman,"['netgear', 'turn', 'idea', 'innov', 'network', 'product', 'connect', 'peopl', 'power', 'busi', 'advanc', 'way', 'live', 'easi', 'use', 'power', 'smart']","['netgear', 'network', 'product', 'made']"
111,https://jhu.edu,"Johns Hopkins, founded in 1876, is America's first research university and home to nine world-class academic divisions working together as one university",Home | Johns Hopkins University,aman,"['john', 'hopkin', 'found', 'america', 'first', 'research', 'univers', 'home', 'nine', 'world', 'class', 'academ', 'divis', 'work', 'togeth', 'one', 'univers']","['home', 'john', 'hopkin', 'univers']"
112,https://ford.com,"Ford® is Built for America. Discover the latest lineup in new Ford vehicles! Explore hybrid & electric vehicle options, see photos, build & price, search inventory, view pricing & incentives & see the latest technology & news happening at Ford.","Ford® - New Hybrid & Electric Vehicles, SUVs, Crossovers, Trucks, Vans & Cars",aman,"['ford', 'built', 'america', 'discov', 'latest', 'lineup', 'new', 'ford', 'vehicl', 'explor', 'hybrid', 'electr', 'vehicl', 'option', 'see', 'photo', 'build', 'price', 'search', 'inventori', 'view', 'price', 'incent', 'see', 'latest', 'technolog', 'news', 'happen', 'ford']","['ford', 'new', 'hybrid', 'electr', 'vehicl', 'suv', 'crossov', 'truck', 'van', 'car']"
113,https://techpowerup.com,"Leading tech publication, with fast news, thorough reviews, and a strong community.",TechPowerUp,aman,"['lead', 'tech', 'public', 'fast', 'news', 'thorough', 'review', 'strong', 'communiti']",['techpowerup']
114,https://autosport.com,"Daily Formula 1 and motorsport news from the leading weekly motor racing magazine. The authority on Formula One, F1, MotoGP, WRC, IndyCar, F2, WEC, Le Mans, NASCAR and more","Autosport - Formula 1, MotoGP and motorsport news & standings",aman,"['daili', 'formula', 'motorsport', 'news', 'lead', 'week', 'motor', 'race', 'magazin', 'author', 'formula', 'one', 'f', 'motogp', 'wrc', 'indycar', 'f', 'wec', 'le', 'man', 'nascar']","['autosport', 'formula', 'motogp', 'motorsport', 'news', 'stand']"
115,https://libertymutual.com,"Get your free insurance quote online from Liberty Mutual. Bundle your policies to save on auto, renters, home, motorcycle and more.",Customize your insurance coverage | Liberty Mutual,aman,"['get', 'free', 'insur', 'quot', 'onlin', 'liberti', 'mutual', 'bundl', 'polici', 'save', 'auto', 'renter', 'home', 'motorcycl']","['custom', 'insur', 'coverag', 'liberti', 'mutual']"
116,https://toyota.com,"Explore the newest Toyota trucks, cars, SUVs, hybrids and minivans. See photos, compare models, get tips, calculate payments, and more.","New Cars, Trucks, SUVs & Hybrids | Toyota Official Site",aman,"['explor', 'newest', 'toyota', 'truck', 'car', 'suv', 'hybrid', 'minivan', 'see', 'photo', 'compar', 'model', 'get', 'tip', 'calcul', 'payment']","['new', 'car', 'truck', 'suv', 'hybrid', 'toyota', 'offici', 'site']"
117,https://chevrolet.com,"Official Chevrolet site: see Chevy cars, trucks, crossovers &amp; SUVs - see photos/videos, find vehicles, compare competitors, build your own Chevy &amp; more.","Chevrolet Cars, Trucks, SUVs, Crossovers and Vans",aman,"['offici', 'chevrolet', 'site', 'see', 'chevi', 'car', 'truck', 'crossov', 'amp', '', 'suv', 'see', 'photos/video', 'find', 'vehicl', 'compar', 'competitor', 'build', 'chevi', 'amp', '']","['chevrolet', 'car', 'truck', 'suv', 'crossov', 'van']"
118,https://crutchfield.com,"Since 1974 we've provided Legendary Service to consumer electronics shoppers. Get FREE 2-day shipping, one-on-one advice, along with free lifetime tech support.","Crutchfield: Car Stereo and Audio, Speakers, Home Theater, Pro Audio, TVs",aman,"['sinc', 'provid', 'legendari', 'servic', 'consum', 'electron', 'shopper', 'get', 'free', 'day', 'ship', 'one', 'one', 'advic', 'along', 'free', 'lifetim', 'tech', 'support']","['crutchfield', 'car', 'stereo', 'audio', 'speaker', 'home', 'theater', 'pro', 'audio', 'tvs']"
119,https://cpubenchmark.net,"PassMark Software - CPU Benchmarks - Over 1 million CPUs and 1,000 models benchmarked and compared in graph form, updated daily!",PassMark Software - CPU Benchmark Charts,aman,"['passmark', 'softwar', 'cpu', 'benchmark', 'million', 'cpus', 'model', 'benchmark', 'compar', 'graph', 'form', 'updat', 'daili']","['passmark', 'softwar', 'cpu', 'benchmark', 'chart']"
120,https://gizmodo.com,We come from the future.,Gizmodo | Tech. Science. Culture.,aman,"['come', 'futur']","['gizmodo', 'tech', 'scienc', 'cultur']"
121,https://webpronews.com,"Breaking business news covering marketing, I.T., ecommerce & emerging trends like electric vehicles, solar energy, financial tech & space.","WebProNews - Digital Marketing, Technology, and Business News",aman,"['break', 'busi', 'news', 'cover', 'market', 'ecommerc', 'emerg', 'trend', 'like', 'electr', 'vehicl', 'solar', 'energi', 'financi', 'tech', 'space']","['webpronew', 'digit', 'market', 'technolog', 'busi', 'news']"
122,https://logitech.com,Beli online sekarang! Temukan pilihan jajaran Produk Logitech terbesar. Toko Online Resmi dengan penawaran eksklusif. Jaminan uang kembali. Berlangganan buletin kami.,"Logitech: Wireless Mouse, Keyboard, Headset, &amp; Konferensi Video",aman,"['beli', 'onlin', 'temu', 'pilih', 'jajar', 'produk', 'logitech', 'toko', 'onlin', 'resmi', 'tawar', 'eksklusif', 'jamin', 'uang', 'langgan', 'buletin']","['logitech', 'wireless', 'mous', 'keyboard', 'headset', 'amp', '', 'konferensi', 'video']"
123,https://wikimedia.org,Wikimedia is a global movement whose mission is to bring free educational content to the world.,Wikimedia,aman,"['wikimedia', 'global', 'movement', 'whose', 'mission', 'bring', 'free', 'educ', 'content', 'world']",['wikimedia']
124,https://ieee.org,IEEE is the world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.,IEEE - The world's largest technical professional organization dedicated to advancing technology for the benefit of humanity.,aman,"['ieee', 'world', 'largest', 'technic', 'profession', 'organ', 'dedic', 'advanc', 'technolog', 'benefit', 'human']","['ieee', 'world', 'largest', 'technic', 'profession', 'organ', 'dedic', 'advanc', 'technolog', 'benefit', 'human']"
125,https://androidtablets.net,Android Tablets .net covers the full range of Android Tablet devices and other Android based PC's.,Android Tablet Forum,aman,"['android', 'tablet', 'net', 'cover', 'full', 'rang', 'android', 'tablet', 'devic', 'android', 'base', 'pc']","['android', 'tablet', 'forum']"
126,https://autoblog.com,"Autoblog brings you car news; expert reviews of cars, trucks, crossovers and SUVs; and pictures and video. Research and compare vehicles, find local dealers, calculate loan payments, find your car's book value and get a service estimate at Autoblog.com.","New Cars, Used Cars for Sale, Car Reviews and Car News",aman,"['autoblog', 'bring', 'car', 'news', '', 'expert', 'review', 'car', 'truck', 'crossov', 'suv', '', 'pictur', 'video', 'research', 'compar', 'vehicl', 'find', 'local', 'dealer', 'calcul', 'loan', 'payment', 'find', 'car', 'book', 'valu', 'get', 'servic', 'estim', 'autoblogcom']","['new', 'car', 'use', 'car', 'sale', 'car', 'review', 'car', 'news']"
127,https://motortrend.com,"Trust MotorTrend for the best car reviews, news, car rankings, and much more. With more than 70 years of experience, we're your home for everything automotive.",MotorTrend: New Cars - Car News and Expert Reviews,aman,"['trust', 'motortrend', 'best', 'car', 'review', 'news', 'car', 'rank', 'much', 'year', 'experi', 'home', 'everyth', 'automot']","['motortrend', 'new', 'car', 'car', 'news', 'expert', 'review']"
128,https://avforums.com,The No. 1 Home Entertainment Tech Community & Resource,AVForums | Home Entertainment Tech Resource and Community,aman,"['home', 'entertain', 'tech', 'communiti', 'resourc']","['avforum', 'home', 'entertain', 'tech', 'resourc', 'communiti']"
129,https://ijailbreak.com,"iJailbreak is an online resource for jailbreak and unlock iPhone, iPad, iPod Touch, Apple TV and iOS news. iJailbreak also covers Android, Microsoft, Google, PlayStation and provides guides and tutorials.",iJailbreak | Jailbreak And iOS News,aman,"['ijailbreak', 'onlin', 'resourc', 'jailbreak', 'unlock', 'iphon', 'ipad', 'ipod', 'touch', 'appl', 'tv', 'io', 'news', 'ijailbreak', 'also', 'cover', 'android', 'microsoft', 'googl', 'playstat', 'provid', 'guid', 'tutori']","['ijailbreak', 'jailbreak', 'io', 'news']"
130,https://phandroid.com,"The world's first Android News Source, Phandroid.com covers Android news, reviews, and tips to help you get the most out of your smartphone or tablet.",Phandroid,aman,"['world', 'first', 'android', 'news', 'sourc', 'phandroidcom', 'cover', 'android', 'news', 'review', 'tip', 'help', 'get', 'smartphon', 'tablet']",['phandroid']
131,https://pornhub.com,"Pornhub is the world’s leading free porn site. Choose from millions of hardcore videos that stream quickly and in high quality, including amazing VR Porn. The largest adult site on the Internet just keeps getting better. We have more pornstars and real amateurs than anyone else. It’s fast, it’s free, it’s Pornhub!","Free Porn Videos & Sex Movies - Porno, XXX, Porn Tube | Pornhub",berbahaya,"['pornhub', 'world', '', 'lead', 'free', 'porn', 'site', 'choos', 'million', 'hardcor', 'video', 'stream', 'quick', 'high', 'qualiti', 'includ', 'amaz', 'vr', 'porn', 'largest', 'adult', 'site', 'internet', 'keep', 'get', 'better', 'pornstar', 'real', 'amateur', 'anyon', 'els', '', 'fast', '', 'free', '', 'pornhub']","['free', 'porn', 'video', 'sex', 'movi', 'porno', 'xxx', 'porn', 'tube', 'pornhub']"
132,https://xvideos.com,XVIDEOS Free Porn Videos,Free Porn Videos - XVIDEOS.COM,berbahaya,"['xvideo', 'free', 'porn', 'video']","['free', 'porn', 'video', 'xvideoscom']"
133,https://xhamster.com,"Watch more than 5 million Porn Videos on xHamster for free. Stream new XXX tube movies online, browse sex photos, date girls to fuck at xHamster!",Free Porn Videos & Sex Tube Movies at xHamster,berbahaya,"['watch', 'million', 'porn', 'video', 'xhamster', 'free', 'stream', 'new', 'xxx', 'tube', 'movi', 'onlin', 'brows', 'sex', 'photo', 'date', 'girl', 'fuck', 'xhamster']","['free', 'porn', 'video', 'sex', 'tube', 'movi', 'xhamster']"
134,https://redtube.com,"Redtube brings you NEW porn videos every day for free. Enjoy our XXX movies in high quality HD resolution on any device. Get fully immersed with the latest virtual reality sex videos from top adult studios. Stream all of the hottest porn movies from your favorite categories, pornstars and porn channels !",Free Porn Sex Videos - Redtube - XXX Movies - Home of Videos Porno,berbahaya,"['redtub', 'bring', 'new', 'porn', 'video', 'everi', 'day', 'free', 'enjoy', 'xxx', 'movi', 'high', 'qualiti', 'hd', 'resolut', 'ani', 'devic', 'get', 'fulli', 'immers', 'latest', 'virtual', 'realiti', 'sex', 'video', 'top', 'adult', 'studio', 'stream', 'hottest', 'porn', 'movi', 'favorit', 'categori', 'pornstar', 'porn', 'channel']","['free', 'porn', 'sex', 'video', 'redtub', 'xxx', 'movi', 'home', 'video', 'porno']"
135,https://xnxx.com,"XNXX delivers free sex movies and fast free porn videos (tube porn). Now 10 million+ sex vids available for free! Featuring hot pussy, sexy girls in xxx rated porn clips.","Free Porn, Sex, Tube Videos, XXX Pics, Pussy in Porno Movies - XNXX.COM",berbahaya,"['xnxx', 'deliv', 'free', 'sex', 'movi', 'fast', 'free', 'porn', 'video', 'tube', 'porn', 'million', 'sex', 'vid', 'avail', 'free', 'featur', 'hot', 'pussi', 'sexi', 'girl', 'xxx', 'rate', 'porn', 'clip']","['free', 'porn', 'sex', 'tube', 'video', 'xxx', 'pic', 'pussi', 'porno', 'movi', 'xnxxcom']"
136,https://myfreecams.com,"MyFreeCams is the original free webcam community for adults, featuring live video chat with thousands of models, cam girls, amateurs and female content creators!",MyFreeCams - The #1 adult webcam community!,berbahaya,"['myfreecam', 'origin', 'free', 'webcam', 'communiti', 'adult', 'featur', 'live', 'video', 'chat', 'thousand', 'model', 'cam', 'girl', 'amateur', 'femal', 'content', 'creator']","['myfreecam', 'adult', 'webcam', 'communiti']"
137,https://youjizz.com,Youjizz Porn Tube! Free porn movies and sex videos on your desktop or mobile phone.,"porntube, porn tube, mobile porn, pornotube, you porn, youporn",berbahaya,"['youjizz', 'porn', 'tube', 'free', 'porn', 'movi', 'sex', 'video', 'desktop', 'mobil', 'phone']","['porntub', 'porn', 'tube', 'mobil', 'porn', 'pornotub', 'porn', 'youporn']"
